nombre,sexo,url,url_original,foto_local,foto_cdn,foto_credito,partido,periodo,periodo_tiempo,orden_destacado,estado,distrito,fecha_nacimiento,imagen_seo,,,,
Herrera Vega Manuel Jesús,0,herrera-vega-manuel-jesus,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=111,diputados-federales/LXV-legislatura/herrera-vega-manuel-jesus.jpg,https://live.staticflickr.com/65535/52021450520_aa774db4e9_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/160_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Dtto. 6,1/diciembre/1971,https://live.staticflickr.com/65535/52027591698_8dac6ecdd3_b.jpg,,,,
Limón García María Elena,1,limon-garcia-maria-elena,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=321,diputados-federales/LXV-legislatura/limon-garcia-maria-elena.jpg,https://live.staticflickr.com/65535/52021450605_65deb9463a_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/153_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Circ. 1,20/mayo/1963,https://live.staticflickr.com/65535/52027554201_e117cec09c_b.jpg,,,,
Martínez Cosío Elvia Yolanda,1,martinez-cosio-elvia-yolanda,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=325,diputados-federales/LXV-legislatura/martinez-cosio-elvia-yolanda.jpg,https://live.staticflickr.com/65535/52020975473_f01ba4c31b_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/152_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Circ. 1,27/enero/1958,https://live.staticflickr.com/65535/52027801499_b304589bfe_b.jpg,,,,
Mejía Ibáñez Julieta,1,mejia-ibanez-julieta,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=323,diputados-federales/LXV-legislatura/mejia-ibanez-julieta.jpg,https://live.staticflickr.com/65535/52021451170_8c6390a935_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/181_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,18,Circ. 1,9/junio/1985,https://live.staticflickr.com/65535/52027801444_020cb8a841_b.jpg,,,,
Ochoa Mejía María Teresa Rosaura,1,ochoa-mejia-ma-teresa-rosaura,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=483,diputados-federales/LXV-legislatura/ochoa-mejia-ma-teresa-rosaura.jpg,https://live.staticflickr.com/65535/52020933201_4ea4383225_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/150_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Circ. 5,14/octubre/1954,https://live.staticflickr.com/65535/52026510217_3e3b9f9113_b.jpg,,,,
Ortega De la Cruz Jessica,1,ortega-de-la-cruz-jessica,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=444,diputados-federales/LXV-legislatura/ortega-de-la-cruz-jessica.jpg,https://live.staticflickr.com/65535/52020975548_040c1c8fc1_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/169_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,17,Circ. 4,20/septiembre/1978,https://live.staticflickr.com/65535/52027801214_5630740c0d_b.jpg,,,,
Ortega Pacheco Ivonne Aracelly,1,ortega-pacheco-ivonne-aracelly,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=402,diputados-federales/LXV-legislatura/ortega-pacheco-ivonne-aracelly.jpg,https://live.staticflickr.com/65535/52021451260_69bd2352df_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/421_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,31,Circ. 3,26/noviembre/1972,https://live.staticflickr.com/65535/52027591183_8e5ee8e70f_b.jpg,,,,
Rodríguez Carrillo Mario Alberto,0,rodriguez-carrillo-mario-alberto,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=324,diputados-federales/LXV-legislatura/rodriguez-carrillo-mario-alberto.jpg,https://live.staticflickr.com/65535/52021189559_b7eaba50a3_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/162_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Circ. 1,14/marzo/1967,https://live.staticflickr.com/65535/52027800879_01c0a6d03d_b.jpg,,,,
Rodríguez González Taygete Irisay,1,rodriguez-gonzalez-taygete-irisay,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=109,diputados-federales/LXV-legislatura/rodriguez-gonzalez-taygete-irisay.jpg,https://live.staticflickr.com/65535/52021451800_ca683d9a9e_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/155_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Dtto. 4,17/enero/1994,https://live.staticflickr.com/65535/52027590793_409914a64e_b.jpg,,,,
Samperio Chaparro Rodrigo Herminio,0,samperio-chaparro-rodrigo-herminio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=484,diputados-federales/LXV-legislatura/samperio-chaparro-rodrigo-herminio.jpg,https://live.staticflickr.com/65535/52020933976_158684e603_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/147_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Circ. 5,30/noviembre/1990,https://live.staticflickr.com/65535/52028067240_5d98f0e0b7_b.jpg,,,,
Castañeda Navarrete Marcelino,0,castaneda-navarrete-marcelino,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=55,diputados-federales/LXV-legislatura/castaneda-navarrete-marcelino.jpg,https://live.staticflickr.com/65535/52020974153_3c47dd99b9_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/058_foto_chica.jpg,3,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Dtto. 18,26/abril/1965,https://live.staticflickr.com/65535/52027802409_0b690faa43_b.jpg,,,,
Chávez Flores María Macarena,1,chavez-flores-maria-macarena,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=177,diputados-federales/LXV-legislatura/chavez-flores-maria-macarena.jpg,https://live.staticflickr.com/65535/52021187549_6064120508_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/230_foto_chica.jpg,3,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,16,Dtto. 11,24/marzo/1967,https://live.staticflickr.com/65535/52026511437_1256c610af_b.jpg,,,,
Chávez Ruiz Héctor,0,chavez-ruiz-hector,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=479,diputados-federales/LXV-legislatura/chavez-ruiz-hector.jpg,https://live.staticflickr.com/65535/52019892042_2afa592c14_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/436_foto_chica.jpg,3,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,14,Circ. 5,25/abril/1984,https://live.staticflickr.com/65535/52026511422_73a8a3e0c3_b.jpg,,,,
Diaz Acevedo Edna Gisel,1,diaz-acevedo-edna-gisel,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=478,diputados-federales/LXV-legislatura/diaz-acevedo-edna-gisel.jpg,https://live.staticflickr.com/65535/52020974258_19603aff77_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/442_foto_chica.jpg,3,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,100,11,Circ. 5,29/abril/1985,https://live.staticflickr.com/65535/52027554911_c6db26733e_b.jpg,,,,
Espinosa Cházaro Luis Ángel Xariel,0,espinosa-chazaro-luis-angel-xariel,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=437,diputados-federales/LXV-legislatura/espinosa-chazaro-luis-angel-xariel.jpg,https://live.staticflickr.com/65535/52020974268_33bfb84e40.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/056_foto_chica.jpg,3,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Circ. 4,7/mayo/1974,https://live.staticflickr.com/65535/52026509242_43fcda1462_b.jpg,,,,
Espinosa Morales Olga Luz,0,espinosa-morales-olga-luz,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=394,diputados-federales/LXV-legislatura/espinosa-morales-olga-luz.jpg,https://live.staticflickr.com/65535/52020974278_735861a6bd_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/439_foto_chica.jpg,3,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,5,Circ. 3,9/unio/1976,https://live.staticflickr.com/65535/52028066670_91d3a327ed_b.jpg,,,,
Huacus Esquivel Francisco Javier,0,huacus-esquivel-francisco-javier,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=178,diputados-federales/LXV-legislatura/huacus-esquivel-francisco-javier.jpg,https://live.staticflickr.com/65535/52021450530_38cf2f1563_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/057_foto_chica.jpg,3,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,16,Dtto. 12,26/agosto/1986,https://live.staticflickr.com/65535/52027555706_bae4fa29f4_b.jpg,,,,
Pérez Valdez Elizabeth,1,perez-valdez-elizabeth,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=438,diputados-federales/LXV-legislatura/perez-valdez-elizabeth.jpg,https://live.staticflickr.com/65535/52020976098_aee296d849_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/060_foto_chica.jpg,3,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Circ. 4,15/diciembre/1977,https://live.staticflickr.com/65535/52027591018_44b6e6f396_b.jpg,,,,
Prieto Gómez Mauricio,0,prieto-gomez-mauricio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=168,diputados-federales/LXV-legislatura/prieto-gomez-mauricio.jpg,https://live.staticflickr.com/65535/52020933886_a90ebde88a_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/033_foto_chica.jpg,3,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,99,16,Dtto. 2,11/marzo/1974,https://live.staticflickr.com/65535/52027801169_ec16157601_b.jpg,,,,
Rafael Dircio Fabiola,1,rafael-dircio-fabiola,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=95,diputados-federales/LXV-legislatura/rafael-dircio-fabiola.jpg,https://live.staticflickr.com/65535/52021451785_0ee2465807_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/053_foto_chica.jpg,3,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,13,Dtto. 6,14/abril/1981,https://live.staticflickr.com/65535/52027800959_ec4b13445d_b.jpg,,,,
Rodríguez Sarabia Leslie Estefania,1,rodriguez-sarabia-leslie-estefania,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=316,diputados-federales/LXV-legislatura/rodriguez-sarabia-leslie-estefania.jpg,https://live.staticflickr.com/65535/52021189569_c50d65e3dc_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/440_foto_chica.jpg,3,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,2,Circ. 1,24/noviembre/1997,https://live.staticflickr.com/65535/52027553496_4d4ac68f01_b.jpg,,,,
Sodi Miranda Ana Cecilia Luisa Gabriela Fernanda,1,sodi-miranda-ana-cecilia-luisa-gabriela-fernanda,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=49,diputados-federales/LXV-legislatura/sodi-miranda-ana-cecilia-luisa-gabriela-fernanda.jpg,https://live.staticflickr.com/65535/52021451870_c5817c8a2d_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/059_foto_chica.jpg,3,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Dtto. 12,6/mayo/1959,https://live.staticflickr.com/65535/52027590588_1929c1d3ca_b.jpg,,,,
Torres Rosales Miguel Ángel,0,torres-rosales-miguel-angel,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=363,diputados-federales/LXV-legislatura/torres-rosales-miguel-angel.jpg,https://live.staticflickr.com/65535/52020976298_b81208ee17_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/443_foto_chica.jpg,3,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,32,Circ. 2,26/agosto/1963,https://live.staticflickr.com/65535/52027553191_3a238b2aa2_b.jpg,,,,
Jesús Alberto Velazquez Flores,0,velazquez-flores-jesus-alberto,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=895,diputados-federales/LXV-legislatura/velazquez-flores-jesus-alberto.jpg,https://live.staticflickr.com/65535/52020934081_3aecb0e938_b.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/510_foto_chica.jpg,3,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,30,Circ. 3,25/diciembre/1974,https://live.staticflickr.com/65535/52026509497_f7c7e28926_b.jpg,,,,
